,Color,Diameter,Label
409,Green,6.955426889935892,Apple
410,Green,2.5157346580631117,Grape
411,Green,1.462045693838479,Grape
412,Green,1.8207297574569616,Grape
413,Yellow,10.729958153365464,Apple
414,Green,1.648334343742618,Apple
415,Yellow,12.20763699305714,Apple
416,Green,2.319161017283333,Grape
417,Green,1.6564480138323971,Apple
418,Green,6.662602052321342,Apple
419,Green,1.8387829780400664,Grape
420,Green,5.436478380761619,Apple
421,Yellow,8.058449819483135,Apple
422,Green,1.7817609314858112,Grape
423,Green,3.7356490758281113,Apple
424,Red,0.29916737573752195,Grape
425,Red,1.6260173558764492,Apple
426,Red,0.9817908271682405,Grape
427,Green,7.455586092218642,Apple
428,Red,3.04200844948443,Grape
429,Red,-0.24265182526185636,Grape
430,Red,0.8612448307378006,Grape
431,Green,0.13753233047342572,Apple
432,Red,10.06537175676602,Apple
433,Red,9.88208019538198,Apple
434,Green,1.8146890112938565,Grape
435,Green,3.539464476126689,Apple
436,Red,1.933333326396116,Grape
437,Green,3.222797600961511,Apple
438,Green,7.179684049348828,Apple
439,Yellow,1.6723360001145133,Apple
440,Green,0.6892323440595183,Apple
441,Green,1.0798390085525138,Grape
442,Red,8.102634688066807,Apple
443,Green,0.42994954031663757,Grape
444,Yellow,6.775585051958977,Apple
445,Green,2.10878996545185,Grape
446,Red,4.338457174464879,Apple
447,Yellow,7.615997691333879,Apple
448,Green,1.3804074801717399,Grape
449,Green,0.9129357600584828,Grape
450,Red,1.39550645486907,Grape
451,Red,1.03718943065401,Grape
452,Green,0.9624155379311735,Grape
453,Yellow,3.1039398335107293,Apple
454,Red,1.3456083018999767,Grape
455,Green,1.478106488040958,Grape
456,Green,3.516803879281312,Grape
457,Green,2.23306784023908,Grape
458,Red,7.314142088299853,Apple
459,Red,0.11738068235049859,Grape
460,Red,1.6095075148435456,Grape
461,Green,0.4441889353972561,Grape
462,Green,1.3153575626107792,Grape
463,Red,2.489693636298402,Grape
464,Green,0.5459857595506075,Grape
465,Green,3.5794110971951154,Apple
466,Green,5.493045250210615,Apple
467,Green,3.0710311345402355,Apple
468,Red,1.833742501152992,Grape
469,Green,1.9709489944785783,Grape
470,Green,0.9073023298754966,Grape
471,Green,1.5569357947802986,Grape
472,Green,2.083578078633467,Apple
473,Yellow,5.226450688706711,Apple
474,Yellow,7.049014252338678,Apple
475,Yellow,6.531928327008138,Apple
476,Yellow,9.318084511307145,Apple
477,Green,0.9633173653945427,Grape
478,Yellow,5.202327167620842,Apple
479,Green,7.92625372550984,Apple
480,Red,1.862107477059794,Grape
481,Yellow,6.357500031399748,Apple
482,Green,5.733055527624188,Apple
483,Green,2.003590553931755,Apple
484,Yellow,10.893475800920756,Apple
485,Green,5.36000386444849,Apple
486,Green,7.118711145945371,Apple
487,Green,1.290174238954086,Apple
488,Green,0.2640350548857935,Apple
489,Yellow,5.903346730041888,Apple
490,Yellow,7.223759219630661,Apple
491,Green,4.336659590092194,Apple
492,Red,0.6821130786368522,Grape
493,Red,-0.3851427640855303,Grape
494,Yellow,3.7454318216156643,Apple
495,Green,1.6874474802691743,Grape
496,Green,0.6355460565301668,Grape
497,Green,0.683431472055082,Grape
498,Green,1.7429139194466852,Grape
499,Green,10.98334808787395,Apple
500,Green,2.1160509961732714,Grape
501,Green,1.8954525311380832,Grape
502,Red,0.7009928271328985,Grape
503,Green,0.5162446421425447,Grape
504,Green,13.677832995214777,Apple
505,Green,5.469121781099115,Apple
506,Green,2.2274094232377717,Apple
507,Red,1.5445454834850816,Grape
508,Red,4.407865026692892,Apple
509,Red,7.155461168447265,Apple
510,Green,2.018931734953447,Grape
511,Red,1.142455367104082,Grape
512,Yellow,4.486965874276164,Apple
513,Green,6.798597536156435,Apple
514,Green,2.354478726233185,Grape
515,Green,2.1286114341966025,Grape
516,Green,1.6296392140447902,Grape
517,Green,6.694908176335385,Apple
518,Green,3.533378055621767,Grape
519,Yellow,8.443345379166507,Apple
520,Green,0.7731163611452799,Grape
521,Red,0.7248968834507677,Grape
522,Green,5.853923653148849,Apple
523,Green,9.390016325094013,Apple
524,Green,2.9755098232508725,Apple
525,Red,2.172469500784169,Grape
526,Red,1.6478049799386005,Grape
527,Red,1.4588664354057885,Grape
528,Yellow,4.713656464232505,Apple
529,Green,2.37245703734221,Grape
530,Red,4.62365493830455,Apple
531,Green,7.091805473015554,Apple
532,Red,6.3325689692712395,Apple
533,Green,7.629548433769166,Apple
534,Green,1.086457076172666,Apple
535,Green,6.394350443626501,Apple
536,Red,3.979504743103049,Apple
537,Green,0.8580291608261152,Apple
538,Red,8.306638477886962,Apple
539,Green,16.51292431987054,Apple
540,Red,0.9291101156871328,Grape
541,Red,4.996839140921802,Apple
542,Green,7.034496699610187,Apple
543,Green,7.910811713386004,Apple
544,Green,2.2202681544060248,Grape
545,Green,1.1181141411198887,Grape
546,Yellow,2.194491853082389,Apple
547,Green,0.979035301712026,Grape
548,Red,9.173105514609894,Apple
549,Red,9.601829886425284,Apple
550,Green,9.10312402349529,Apple
551,Green,0.20598767357857928,Grape
552,Green,3.05944906822722,Grape
553,Red,1.627855624668512,Grape
554,Red,1.0919527765337511,Grape
555,Red,8.622320755901171,Apple
556,Green,0.6061887501633774,Grape
557,Yellow,8.49415721404857,Apple
558,Red,6.47405079301894,Apple
559,Red,0.934721196322579,Grape
560,Green,1.6632045862960392,Grape
561,Green,-0.09168460560932767,Grape
562,Green,5.6069869256935245,Apple
563,Green,2.1252742292904054,Grape
564,Green,1.860141487530501,Grape
565,Yellow,2.7100262239436548,Apple
566,Red,7.6821783253633855,Apple
567,Green,7.031047943698898,Apple
568,Green,7.0984262428411355,Apple
569,Green,1.7263359735193833,Grape
570,Green,0.8771551369940479,Grape
571,Green,2.9206578234885594,Apple
572,Yellow,10.344886968842207,Apple
573,Red,-0.31476596501978404,Grape
574,Red,0.6940800949256919,Grape
575,Green,4.694911893404491,Apple
576,Red,5.726010092701403,Apple
577,Green,2.9833214389868035,Grape
578,Green,-0.08030152509394761,Grape
579,Green,1.9587070647154803,Apple
580,Yellow,7.55177648302093,Apple
581,Green,1.5598655001448511,Grape
582,Red,5.342377979749813,Apple
583,Green,5.956114432237463,Apple
584,Green,3.047630376674575,Grape
585,Green,-0.05365434209850917,Grape
586,Green,0.7683063103013305,Grape
587,Green,13.401604741613612,Apple
588,Red,2.7028751544927525,Grape
589,Green,3.896984829624029,Apple
590,Red,2.865749598807769,Apple
591,Green,2.7959581208820685,Apple
592,Red,1.3604909162182492,Grape
593,Red,2.0206693479559905,Grape
594,Green,2.280182853454503,Apple
595,Red,7.776149320689238,Apple
596,Green,1.7684143567854504,Grape
597,Red,9.48995847724331,Apple
598,Yellow,10.937411101422988,Apple
599,Green,2.2599266787613925,Grape
600,Green,2.1946114960923007,Grape
601,Green,8.521716853328845,Apple
602,Red,11.155784640166692,Apple
603,Green,-0.028295237489029068,Grape
604,Green,1.5876601496419052,Grape
605,Green,5.360250425767173,Apple
606,Green,4.163172214212042,Apple
607,Green,14.491601174761021,Apple
608,Red,0.48585677211893086,Grape
609,Green,1.8617904271002315,Grape
610,Green,0.6318491876396444,Grape
611,Yellow,12.468170800383877,Apple
612,Green,5.470470273584563,Apple
613,Red,1.9353099166857035,Apple
614,Green,2.203078291538994,Grape
615,Green,5.250378091831463,Apple
616,Yellow,10.351915946609994,Apple
617,Green,0.9277385294590071,Grape
618,Red,0.18021810497773738,Grape
619,Red,1.3563839056683598,Grape
620,Green,8.824469282801925,Apple
621,Green,10.14727956376003,Apple
622,Green,-0.8900571836774396,Grape
623,Green,2.2672967455151087,Grape
624,Green,3.1625166789152255,Apple
625,Yellow,5.796295870266452,Apple
626,Red,1.8482122480733358,Grape
627,Red,2.2222107562167555,Grape
628,Red,3.5310511475683883,Grape
629,Green,1.2418015268490832,Grape
630,Yellow,6.1288086975884,Apple
631,Red,2.089737357650338,Grape
632,Green,8.416741450263546,Apple
633,Red,7.413069477710042,Apple
634,Red,12.264958461226176,Apple
635,Red,3.9990089531388837,Apple
636,Green,2.8679953746891957,Grape
637,Green,0.8469623593827741,Grape
638,Green,2.614801935215776,Apple
639,Red,0.5060549945143945,Grape
640,Green,0.776931302243543,Grape
641,Green,1.275487277855146,Grape
642,Green,0.19107089286111179,Grape
643,Green,7.064053671530646,Apple
644,Red,4.44481240823923,Apple
645,Red,7.738443366054533,Apple
646,Red,4.423082834666973,Apple
647,Green,1.5849164303853667,Grape
648,Red,2.4490065542380233,Grape
649,Green,0.4847898016769938,Grape
650,Yellow,4.800061577249003,Apple
651,Green,3.1796089032781936,Apple
652,Red,0.8320514816342023,Grape
653,Green,0.2183451819157216,Grape
654,Green,0.3364287812488962,Grape
655,Red,3.180803064383913,Grape
656,Yellow,4.949680699633955,Apple
657,Red,1.2590398167954302,Grape
658,Green,6.566299549198792,Apple
659,Green,7.56849891264374,Apple
660,Red,0.756205315206887,Grape
661,Red,1.6113497228101559,Grape
662,Green,1.0402753761880144,Grape
663,Red,5.026221722389614,Apple
664,Red,2.19592767966234,Grape
665,Green,5.930078919348225,Apple
666,Green,8.078513198713031,Apple
667,Red,1.1819114261185208,Grape
668,Red,2.276336410195606,Grape
669,Green,13.39646023171133,Apple
670,Red,1.2858704432375938,Grape
671,Green,0.528061642472919,Grape
672,Red,10.794949989568767,Apple
673,Red,0.5363226406405117,Grape
674,Red,7.0688792668238545,Apple
675,Red,3.087647111370898,Grape
676,Red,1.2279275244821979,Grape
677,Green,6.803534874566551,Apple
678,Green,13.44872360460186,Apple
679,Green,1.553033030263467,Grape
680,Green,4.798188094844768,Apple
681,Green,1.1059619597300094,Grape
682,Red,0.9876191518768334,Grape
683,Green,1.8403462676419562,Grape
684,Green,2.3107438382587686,Grape
685,Red,1.2845587401816663,Grape
686,Green,0.10970601290014947,Grape
687,Red,6.775996065246551,Apple
688,Red,7.7044645778461955,Apple
689,Red,10.091314802246814,Apple
690,Green,5.7817846112205045,Apple
691,Green,3.260321077425625,Grape
692,Red,1.084573855666762,Grape
693,Yellow,7.0631860640261905,Apple
694,Red,0.9207434374503985,Grape
695,Green,1.4746359944952105,Grape
696,Yellow,9.809337177493347,Apple
697,Yellow,5.4352609660198805,Apple
698,Red,1.011424671584954,Grape
699,Green,1.546750856216525,Grape
700,Yellow,4.423240276576985,Apple
701,Red,3.542779161588847,Grape
702,Green,0.044739560120248933,Grape
703,Green,7.465777998786763,Apple
704,Green,0.3241258334382151,Grape
705,Green,2.5053146592862676,Grape
706,Yellow,2.93983342555686,Apple
707,Red,2.105065281311192,Grape
708,Red,1.407103033385798,Grape
709,Red,1.4005134084907747,Grape
710,Red,0.6260058865999638,Grape
711,Red,1.0474649694217155,Grape
712,Green,1.3334516960915925,Grape
713,Yellow,11.77831226325245,Apple
714,Yellow,2.0152051266563085,Apple
715,Green,4.595509343816875,Apple
716,Green,2.3096414762556376,Apple
717,Green,14.018874418060173,Apple
718,Red,0.8748889262417711,Grape
719,Yellow,3.8634263287916024,Apple
720,Red,1.5286475024469162,Grape
721,Green,1.400649630875801,Grape
722,Green,0.11328268699983757,Grape
723,Green,3.131867649004061,Apple
724,Green,1.0900207468343912,Grape
725,Green,6.097648370571918,Apple
726,Green,6.696155541347802,Apple
727,Yellow,4.628430934500768,Apple
728,Green,3.1638377885800786,Apple
729,Red,2.109217231527221,Grape
730,Green,6.852027789557282,Apple
731,Green,8.430695106766667,Apple
732,Red,8.238612461338525,Apple
733,Yellow,2.7342403850786896,Apple
734,Red,10.195946476293985,Apple
735,Green,3.107283444515252,Grape
736,Green,4.967155252765274,Apple
737,Yellow,5.646090888692422,Apple
738,Yellow,7.8673615158364365,Apple
739,Green,4.319276793057426,Apple
740,Red,2.199741320248719,Grape
741,Green,0.03282148773055993,Grape
742,Red,0.8878396164028347,Grape
743,Yellow,5.058455704456718,Apple
744,Red,3.236578848435287,Grape
745,Red,0.28701684497179825,Grape
746,Green,0.0474919371978435,Grape
747,Green,9.159951190429496,Apple
748,Red,1.4526894333574083,Grape
749,Green,2.6697370990863623,Apple
750,Red,2.8088461562666778,Grape
751,Yellow,6.729268451002748,Apple
752,Green,0.8931006054083616,Grape
753,Red,8.821335015748138,Apple
754,Red,6.686969525515922,Apple
755,Green,0.7059737541508886,Apple
756,Red,8.21924648102862,Apple
757,Red,1.0683097673928472,Grape
758,Yellow,6.815085843483356,Apple
759,Red,8.586830855249747,Apple
760,Red,1.2196027210853646,Grape
761,Red,1.5845579064470119,Grape
762,Red,1.848552427855557,Grape
763,Green,1.3125311199798047,Grape
764,Green,3.0626840185783295,Apple
765,Green,-0.5597580360130756,Grape
766,Red,3.1948356273506286,Grape
767,Red,0.7681683461599913,Grape
768,Yellow,7.036695950916452,Apple
769,Red,1.5505488080067709,Grape
770,Red,2.2882494854285977,Grape
771,Yellow,6.921423287967248,Apple
772,Green,0.7679721667162174,Grape
773,Red,0.6981764253040249,Grape
774,Green,3.3580435752233875,Grape
775,Green,-0.5300078064619704,Grape
776,Red,11.413965868427015,Apple
777,Red,2.5139723298958563,Grape
778,Yellow,7.262594412765012,Apple
779,Green,0.22478449818636648,Grape
780,Green,6.174168360841374,Apple
781,Green,6.731198875007476,Apple
782,Red,6.079702671918986,Apple
783,Yellow,2.375237800984637,Apple
784,Green,1.5033938001776423,Grape
785,Red,0.008956407910241548,Grape
786,Red,12.007752419130906,Apple
